state,date,new_results_reported,total_results_reported,Longitude,Latitude
OH,9/25/2020,1117,163071,-82.70936,40.415534
CA,9/25/2020,3469,869965,-119.662127,37.211164
NY,9/25/2020,1199,529054,-75.59655,42.921241
GA,9/25/2020,1215,288735,-83.426574,32.638481
FL,9/25/2020,3116,1140981,-82.420978,28.260731
WA,9/26/2020,351,81173,-120.592492,47.411715
LA,9/26/2020,622,260346,-91.840238,30.921314
OH,9/26/2020,1042,164113,-82.70936,40.415534
GA,9/26/2020,669,289404,-83.426574,32.638481
MD,9/26/2020,1098,206333,-76.687282,38.946466
CA,9/26/2020,2234,872199,-119.662127,37.211164
NY,9/26/2020,1121,530175,-75.59655,42.921241
FL,9/26/2020,2602,1143583,-82.420978,28.260731
OH,9/27/2020,913,165026,-82.70936,40.415534
NY,9/27/2020,943,531118,-75.59655,42.921241
LA,9/27/2020,403,260749,-91.840238,30.921314
GA,9/27/2020,391,289795,-83.426574,32.638481
CA,9/27/2020,316,872515,-119.662127,37.211164
MD,9/27/2020,1075,207408,-76.687282,38.946466
FL,9/27/2020,1588,1145171,-82.420978,28.260731
WA,9/27/2020,243,81416,-120.592492,47.411715
NY,9/28/2020,1041,532159,-75.59655,42.921241
CA,9/28/2020,0,872515,-119.662127,37.211164
GA,9/28/2020,1300,291095,-83.426574,32.638481
OH,9/28/2020,799,165825,-82.70936,40.415534
FL,9/28/2020,2655,1147826,-82.420978,28.260731
MD,9/28/2020,1002,208410,-76.687282,38.946466
WA,9/28/2020,229,81645,-120.592492,47.411715
LA,9/28/2020,831,261580,-91.840238,30.921314
OH,9/29/2020,1331,167156,-82.70936,40.415534
NY,9/29/2020,1375,533534,-75.59655,42.921241
CA,9/29/2020,682,873197,-119.662127,37.211164
GA,9/29/2020,1113,292208,-83.426574,32.638481
LA,9/29/2020,1049,262629,-91.840238,30.921314
MD,9/29/2020,1052,209462,-76.687282,38.946466
FL,9/29/2020,3303,1151129,-82.420978,28.260731
WA,9/29/2020,429,82074,-120.592492,47.411715
GA,9/3/2020,1338,262419,-83.426574,32.638481
MD,9/3/2020,1709,179694,-76.687282,38.946466
FL,9/3/2020,4920,1072881,-82.420978,28.260731
OH,9/3/2020,1454,141672,-82.70936,40.415534
CA,9/3/2020,4849,795727,-119.662127,37.211164
NY,9/3/2020,1121,509332,-75.59655,42.921241
LA,9/3/2020,1396,240913,-91.840238,30.921314
WA,9/3/2020,376,74676,-120.592492,47.411715
MD,9/30/2020,1195,210657,-76.687282,38.946466
OH,9/30/2020,1238,168394,-82.70936,40.415534
FL,9/30/2020,3107,1154236,-82.420978,28.260731
NY,9/30/2020,1629,535163,-75.59655,42.921241
GA,9/30/2020,1277,293485,-83.426574,32.638481
LA,9/30/2020,842,263471,-91.840238,30.921314
WA,9/30/2020,375,82449,-120.592492,47.411715
CA,9/30/2020,2813,876010,-119.662127,37.211164
OH,9/4/2020,1193,142865,-82.70936,40.415534
NY,9/4/2020,890,510222,-75.59655,42.921241
GA,9/4/2020,1750,264169,-83.426574,32.638481
WA,9/4/2020,292,74968,-120.592492,47.411715
CA,9/4/2020,4846,800573,-119.662127,37.211164
FL,9/4/2020,3929,1076810,-82.420978,28.260731
LA,9/4/2020,1154,242067,-91.840238,30.921314
MD,9/4/2020,1420,181114,-76.687282,38.946466
MD,9/5/2020,1394,182508,-76.687282,38.946466
GA,9/5/2020,758,264927,-83.426574,32.638481
FL,9/5/2020,3457,1080267,-82.420978,28.260731
NY,9/5/2020,731,510953,-75.59655,42.921241
CA,9/5/2020,3748,804321,-119.662127,37.211164
LA,9/5/2020,769,242836,-91.840238,30.921314
OH,9/5/2020,969,143834,-82.70936,40.415534
WA,9/5/2020,279,75247,-120.592492,47.411715
MD,9/6/2020,1257,183765,-76.687282,38.946466
LA,9/6/2020,576,243412,-91.840238,30.921314
GA,9/6/2020,455,265382,-83.426574,32.638481
WA,9/6/2020,195,75442,-120.592492,47.411715
FL,9/6/2020,2314,1082581,-82.420978,28.260731
OH,9/6/2020,698,144532,-82.70936,40.415534
NY,9/6/2020,660,511613,-75.59655,42.921241
CA,9/6/2020,2479,806800,-119.662127,37.211164
WA,9/7/2020,190,75632,-120.592492,47.411715
LA,9/7/2020,555,243967,-91.840238,30.921314
MD,9/7/2020,575,184340,-76.687282,38.946466
FL,9/7/2020,1999,1084580,-82.420978,28.260731
GA,9/7/2020,435,265817,-83.426574,32.638481
CA,9/7/2020,2066,808866,-119.662127,37.211164
NY,9/7/2020,522,512135,-75.59655,42.921241
OH,9/7/2020,593,145125,-82.70936,40.415534
OH,9/8/2020,845,145970,-82.70936,40.415534
FL,9/8/2020,2094,1086674,-82.420978,28.260731
CA,9/8/2020,2450,811316,-119.662127,37.211164
GA,9/8/2020,1666,267483,-83.426574,32.638481
MD,9/8/2020,938,185278,-76.687282,38.946466
WA,9/8/2020,181,75813,-120.592492,47.411715
LA,9/8/2020,1132,245099,-91.840238,30.921314
NY,9/8/2020,913,513048,-75.59655,42.921241
LA,9/9/2020,1126,246225,-91.840238,30.921314
FL,9/9/2020,2931,1089605,-82.420978,28.260731
MD,9/9/2020,1516,186794,-76.687282,38.946466
NY,9/9/2020,962,514010,-75.59655,42.921241
CA,9/9/2020,3759,815075,-119.662127,37.211164
WA,9/9/2020,318,76131,-120.592492,47.411715
OH,9/9/2020,1125,147095,-82.70936,40.415534
GA,9/9/2020,1833,269316,-83.426574,32.638481
