state,date,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,Longitude,Latitude
LA,1/19/2021,225.0,1.0,-91.840238,30.921314
MD,1/19/2021,219.0,1.0,-76.687282,38.946466
NY,1/19/2021,1041.0,15.0,-75.59655,42.921241
OH,1/19/2021,484.0,7.0,-82.70936,40.415534
WA,1/19/2021,79.0,1.0,-120.592492,47.411715
CA,1/18/2021,1811.0,21.0,-119.662127,37.211164
FL,1/18/2021,986.0,10.0,-82.420978,28.260731
GA,1/18/2021,573.0,28.0,-83.426574,32.638481
LA,1/18/2021,166.0,3.0,-91.840238,30.921314
MD,1/18/2021,203.0,1.0,-76.687282,38.946466
NY,1/18/2021,848.0,10.0,-75.59655,42.921241
OH,1/18/2021,475.0,7.0,-82.70936,40.415534
WA,1/18/2021,110.0,0.0,-120.592492,47.411715
CA,1/17/2021,1866.0,28.0,-119.662127,37.211164
FL,1/17/2021,954.0,10.0,-82.420978,28.260731
GA,1/17/2021,650.0,23.0,-83.426574,32.638481
LA,1/17/2021,183.0,4.0,-91.840238,30.921314
MD,1/17/2021,210.0,1.0,-76.687282,38.946466
NY,1/17/2021,1001.0,9.0,-75.59655,42.921241
OH,1/17/2021,483.0,9.0,-82.70936,40.415534
WA,1/17/2021,88.0,0.0,-120.592492,47.411715
CA,1/16/2021,2178.0,20.0,-119.662127,37.211164
FL,1/16/2021,1040.0,14.0,-82.420978,28.260731
GA,1/16/2021,836.0,12.0,-83.426574,32.638481
LA,1/16/2021,201.0,4.0,-91.840238,30.921314
MD,1/16/2021,232.0,1.0,-76.687282,38.946466
NY,1/16/2021,1104.0,12.0,-75.59655,42.921241
OH,1/16/2021,538.0,7.0,-82.70936,40.415534
WA,1/16/2021,71.0,0.0,-120.592492,47.411715
CA,1/15/2021,2198.0,24.0,-119.662127,37.211164
FL,1/15/2021,1091.0,19.0,-82.420978,28.260731
GA,1/15/2021,821.0,26.0,-83.426574,32.638481
LA,1/15/2021,261.0,3.0,-91.840238,30.921314
MD,1/15/2021,221.0,2.0,-76.687282,38.946466
NY,1/15/2021,1182.0,8.0,-75.59655,42.921241
OH,1/15/2021,546.0,9.0,-82.70936,40.415534
WA,1/15/2021,102.0,0.0,-120.592492,47.411715
FL,1/14/2021,1120.0,23.0,-82.420978,28.260731
GA,1/14/2021,795.0,21.0,-83.426574,32.638481
LA,1/14/2021,266.0,4.0,-91.840238,30.921314
MD,1/14/2021,243.0,3.0,-76.687282,38.946466
NY,1/14/2021,1165.0,10.0,-75.59655,42.921241
OH,1/14/2021,543.0,7.0,-82.70936,40.415534
WA,1/14/2021,96.0,0.0,-120.592492,47.411715
CA,1/14/2021,2142.0,26.0,-119.662127,37.211164
CA,1/13/2021,2201.0,35.0,-119.662127,37.211164
FL,1/13/2021,1212.0,17.0,-82.420978,28.260731
GA,1/13/2021,779.0,21.0,-83.426574,32.638481
LA,1/13/2021,252.0,2.0,-91.840238,30.921314
MD,1/13/2021,249.0,2.0,-76.687282,38.946466
NY,1/13/2021,1163.0,13.0,-75.59655,42.921241
OH,1/13/2021,509.0,6.0,-82.70936,40.415534
WA,1/13/2021,99.0,0.0,-120.592492,47.411715
CA,1/12/2021,2248.0,29.0,-119.662127,37.211164
FL,1/12/2021,1190.0,18.0,-82.420978,28.260731
GA,1/12/2021,864.0,21.0,-83.426574,32.638481
LA,1/12/2021,259.0,3.0,-91.840238,30.921314
MD,1/12/2021,217.0,1.0,-76.687282,38.946466
NY,1/12/2021,1071.0,10.0,-75.59655,42.921241
OH,1/12/2021,594.0,10.0,-82.70936,40.415534
WA,1/12/2021,103.0,1.0,-120.592492,47.411715
CA,1/11/2021,1932.0,26.0,-119.662127,37.211164
FL,1/11/2021,992.0,5.0,-82.420978,28.260731
GA,1/11/2021,636.0,17.0,-83.426574,32.638481
LA,1/11/2021,207.0,2.0,-91.840238,30.921314
MD,1/11/2021,204.0,4.0,-76.687282,38.946466
NY,1/11/2021,942.0,8.0,-75.59655,42.921241
OH,1/11/2021,494.0,5.0,-82.70936,40.415534
WA,1/11/2021,104.0,1.0,-120.592492,47.411715
CA,1/10/2021,1773.0,19.0,-119.662127,37.211164
FL,1/10/2021,989.0,13.0,-82.420978,28.260731
GA,1/10/2021,746.0,15.0,-83.426574,32.638481
LA,1/10/2021,228.0,3.0,-91.840238,30.921314
MD,1/10/2021,246.0,2.0,-76.687282,38.946466
NY,1/10/2021,1012.0,14.0,-75.59655,42.921241
OH,1/10/2021,503.0,10.0,-82.70936,40.415534
WA,1/10/2021,86.0,1.0,-120.592492,47.411715
CA,1/9/2021,2314.0,24.0,-119.662127,37.211164
FL,1/9/2021,1174.0,14.0,-82.420978,28.260731
GA,1/9/2021,891.0,17.0,-83.426574,32.638481
LA,1/9/2021,233.0,1.0,-91.840238,30.921314
MD,1/9/2021,268.0,3.0,-76.687282,38.946466
NY,1/9/2021,1123.0,12.0,-75.59655,42.921241
OH,1/9/2021,555.0,9.0,-82.70936,40.415534
WA,1/9/2021,85.0,1.0,-120.592492,47.411715
CA,1/8/2021,2400.0,26.0,-119.662127,37.211164
FL,1/8/2021,1187.0,16.0,-82.420978,28.260731
GA,1/8/2021,908.0,19.0,-83.426574,32.638481
LA,1/8/2021,264.0,5.0,-91.840238,30.921314
MD,1/8/2021,271.0,1.0,-76.687282,38.946466
NY,1/8/2021,1157.0,11.0,-75.59655,42.921241
OH,1/8/2021,547.0,8.0,-82.70936,40.415534
WA,1/8/2021,102.0,1.0,-120.592492,47.411715
CA,1/7/2021,2378.0,28.0,-119.662127,37.211164
FL,1/7/2021,1142.0,17.0,-82.420978,28.260731
GA,1/7/2021,806.0,17.0,-83.426574,32.638481
LA,1/7/2021,298.0,6.0,-91.840238,30.921314
MD,1/7/2021,272.0,3.0,-76.687282,38.946466
NY,1/7/2021,1173.0,12.0,-75.59655,42.921241
OH,1/7/2021,559.0,6.0,-82.70936,40.415534
WA,1/7/2021,108.0,0.0,-120.592492,47.411715
CA,1/6/2021,2515.0,40.0,-119.662127,37.211164
FL,1/6/2021,1172.0,19.0,-82.420978,28.260731
GA,1/6/2021,864.0,22.0,-83.426574,32.638481
LA,1/6/2021,331.0,6.0,-91.840238,30.921314
MD,1/6/2021,258.0,6.0,-76.687282,38.946466
NY,1/6/2021,1165.0,9.0,-75.59655,42.921241
OH,1/6/2021,597.0,5.0,-82.70936,40.415534
WA,1/6/2021,117.0,1.0,-120.592492,47.411715
CA,1/5/2021,2550.0,30.0,-119.662127,37.211164
FL,1/5/2021,1213.0,16.0,-82.420978,28.260731
GA,1/5/2021,767.0,17.0,-83.426574,32.638481
LA,1/5/2021,342.0,3.0,-91.840238,30.921314
MD,1/5/2021,241.0,2.0,-76.687282,38.946466
NY,1/5/2021,1174.0,18.0,-75.59655,42.921241
OH,1/5/2021,640.0,7.0,-82.70936,40.415534
WA,1/5/2021,107.0,1.0,-120.592492,47.411715
CA,1/4/2021,2247.0,24.0,-119.662127,37.211164
FL,1/4/2021,1081.0,17.0,-82.420978,28.260731
GA,1/4/2021,715.0,25.0,-83.426574,32.638481
LA,1/4/2021,234.0,3.0,-91.840238,30.921314
MD,1/4/2021,216.0,0.0,-76.687282,38.946466
NY,1/4/2021,913.0,17.0,-75.59655,42.921241
OH,1/4/2021,527.0,5.0,-82.70936,40.415534
WA,1/4/2021,97.0,1.0,-120.592492,47.411715
CA,1/3/2021,2233.0,29.0,-119.662127,37.211164
FL,1/3/2021,1051.0,15.0,-82.420978,28.260731
GA,1/3/2021,854.0,26.0,-83.426574,32.638481
LA,1/3/2021,256.0,1.0,-91.840238,30.921314
MD,1/3/2021,215.0,1.0,-76.687282,38.946466
NY,1/3/2021,1030.0,11.0,-75.59655,42.921241
OH,1/3/2021,641.0,6.0,-82.70936,40.415534
WA,1/3/2021,90.0,0.0,-120.592492,47.411715
CA,1/2/2021,2276.0,21.0,-119.662127,37.211164
FL,1/2/2021,1039.0,16.0,-82.420978,28.260731
GA,1/2/2021,911.0,19.0,-83.426574,32.638481
LA,1/2/2021,224.0,1.0,-91.840238,30.921314
MD,1/2/2021,171.0,2.0,-76.687282,38.946466
NY,1/2/2021,989.0,9.0,-75.59655,42.921241
OH,1/2/2021,506.0,8.0,-82.70936,40.415534
WA,1/2/2021,98.0,1.0,-120.592492,47.411715
CA,1/1/2021,2239.0,34.0,-119.662127,37.211164
FL,1/1/2021,1088.0,15.0,-82.420978,28.260731
GA,1/1/2021,710.0,16.0,-83.426574,32.638481
LA,1/1/2021,263.0,3.0,-91.840238,30.921314
MD,1/1/2021,216.0,1.0,-76.687282,38.946466
NY,1/1/2021,986.0,7.0,-75.59655,42.921241
OH,1/1/2021,541.0,9.0,-82.70936,40.415534
WA,1/1/2021,101.0,0.0,-120.592492,47.411715
LA,3/3/2020,,,-91.840238,30.921314
MD,3/3/2020,,,-76.687282,38.946466
OH,3/3/2020,,,-82.70936,40.415534
WA,3/3/2020,,,-120.592492,47.411715
CA,3/2/2020,,,-119.662127,37.211164
GA,3/2/2020,,,-83.426574,32.638481
LA,3/2/2020,,,-91.840238,30.921314
MD,3/2/2020,,,-76.687282,38.946466
OH,3/2/2020,,,-82.70936,40.415534
WA,3/2/2020,,,-120.592492,47.411715
CA,3/1/2020,,,-119.662127,37.211164
GA,3/1/2020,,,-83.426574,32.638481
LA,3/1/2020,,,-91.840238,30.921314
MD,3/1/2020,,,-76.687282,38.946466
OH,3/1/2020,,,-82.70936,40.415534
WA,3/1/2020,,,-120.592492,47.411715
WA,2/29/2020,,,-120.592492,47.411715
WA,2/28/2020,,,-120.592492,47.411715
CA,2/8/2020,,,-119.662127,37.211164
CA,2/7/2020,,,-119.662127,37.211164
CA,2/6/2020,,,-119.662127,37.211164
CA,2/5/2020,,,-119.662127,37.211164
CA,2/4/2020,,,-119.662127,37.211164
LA,1/5/2020,,,-91.840238,30.921314
LA,1/4/2020,,,-91.840238,30.921314
LA,1/3/2020,,,-91.840238,30.921314
LA,1/2/2020,,,-91.840238,30.921314
LA,1/1/2020,,,-91.840238,30.921314
